Ret. time (min) ,RI              ,LALS            ,RALS            ,DP              ,IP              
        0.000000,       -1.379110,      464.851685,      248.536697,      -67.353302,       31.996769
        0.003333,       -1.379492,      464.850586,      248.536789,      -67.405411,       31.996288
        0.006667,       -1.386673,      464.849579,      248.536896,      -67.455070,       31.994629
        0.010000,       -1.394955,      464.848785,      248.536987,      -67.463905,       31.992579
        0.013333,       -1.399736,      464.848175,      248.537094,      -67.438797,       31.991190
        0.016667,       -1.399217,      464.847778,      248.536987,      -67.414658,       31.990919
        0.020000,       -1.402099,      464.847595,      248.536896,      -67.502190,       31.990278
        0.023333,       -1.436780,      464.847473,      248.536789,      -67.869438,       31.982859
        0.026667,       -1.517562,      464.847473,      248.536499,      -68.255966,       31.965130
        0.030000,       -1.637543,      464.847473,      248.536301,      -68.559967,       31.939259
        0.033333,       -1.782524,      464.847687,      248.536301,      -68.794601,       31.907709
        0.036667,       -1.943906,      464.847992,      248.536194,      -69.020378,       31.871889
        0.040000,       -2.118587,      464.848389,      248.536087,      -69.248611,       31.831770
        0.043333,       -2.304869,      464.848694,      248.535995,      -69.454315,       31.787510
        0.046667,       -2.494150,      464.849091,      248.535889,      -69.594215,       31.740648
        0.050000,       -2.675831,      464.849701,      248.535797,      -69.650620,       31.693459
        0.053333,       -2.841313,      464.850281,      248.535690,      -69.622337,       31.648129
        0.056667,       -2.983994,      464.851074,      248.535690,      -69.578445,       31.605968
        0.060000,       -3.103876,      464.851898,      248.535690,      -69.521179,       31.566929
        0.063333,       -3.200957,      464.852692,      248.535797,      -69.435692,       31.531429
        0.066667,       -3.272238,      464.853790,      248.536591,      -69.273567,       31.500999
        0.070000,       -3.308520,      464.854889,      248.537888,      -69.034676,       31.477530
        0.073333,       -3.304801,      464.856079,      248.539597,      -68.739792,       31.462420
        0.076667,       -3.261282,      464.856995,      248.541687,      -68.465179,       31.455648
        0.080000,       -3.188064,      464.857483,      248.543488,      -68.221481,       31.455938
        0.083333,       -3.091945,      464.857391,      248.545090,      -67.981850,       31.462460
        0.086667,       -2.970927,      464.856903,      248.546494,      -67.661652,       31.475899
        0.090000,       -2.810207,      464.856079,      248.547791,      -67.219055,       31.499828
        0.093333,       -2.620089,      464.855103,      248.548889,      -66.948006,       31.532228
        0.096667,       -2.427071,      464.853973,      248.549698,      -66.861076,       31.567200
        0.100000,       -2.253253,      464.852875,      248.550095,      -66.895195,       31.600559
        0.103333,       -2.106934,      464.851898,      248.550400,      -66.955330,       31.630749
        0.106667,       -1.986515,      464.850677,      248.550400,      -67.001305,       31.658089
        0.110000,       -1.884497,      464.849487,      248.550186,      -67.012787,       31.683599
        0.113333,       -1.795878,      464.848297,      248.549789,      -67.021278,       31.708010
        0.116667,       -1.719659,      464.847076,      248.549088,      -67.059669,       31.730709
        0.120000,       -1.658440,      464.846100,      248.548096,      -67.127602,       31.750780
        0.123333,       -1.611421,      464.845276,      248.546997,      -67.174126,       31.768309
        0.126667,       -1.574903,      464.844574,      248.545792,      -67.188599,       31.784248
        0.130000,       -1.541084,      464.844086,      248.544388,      -67.160492,       31.799768
        0.133333,       -1.506366,      464.843475,      248.542587,      -67.135132,       31.815329
        0.136667,       -1.475147,      464.843079,      248.540894,      -67.154152,       31.830059
        0.140000,       -1.451928,      464.842987,      248.539490,      -67.197388,       31.842989
        0.143333,       -1.437810,      464.843292,      248.538589,      -67.215851,       31.854319
        0.146667,       -1.425291,      464.844177,      248.538498,      -67.200996,       31.865019
        0.150000,       -1.409073,      464.845276,      248.538589,      -67.153488,       31.876080
        0.153333,       -1.390254,      464.846375,      248.538696,      -67.125481,       31.887539
        0.156667,       -1.375135,      464.847473,      248.538895,      -67.151100,       31.898149
        0.160000,       -1.367617,      464.848175,      248.538986,      -67.189491,       31.906960
        0.163333,       -1.366798,      464.848785,      248.539093,      -67.211815,       31.914160
        0.166667,       -1.367980,      464.849396,      248.539200,      -67.193756,       31.920729
        0.170000,       -1.365661,      464.849976,      248.539093,      -67.152260,       31.927549
        0.173333,       -1.361942,      464.850586,      248.538895,      -67.137177,       31.934488
        0.176667,       -1.361824,      464.850983,      248.538498,      -67.163712,       31.940319
        0.180000,       -1.366705,      464.850983,      248.538101,      -67.194336,       31.944429
        0.183333,       -1.375287,      464.850677,      248.537689,      -67.199677,       31.947390
        0.186667,       -1.383368,      464.850281,      248.537292,      -67.163872,       31.950258
        0.190000,       -1.385749,      464.849701,      248.536896,      -67.119438,       31.953890
        0.193333,       -1.384231,      464.848785,      248.536499,      -67.119408,       31.957850
        0.196667,       -1.384012,      464.847687,      248.536087,      -67.167938,       31.960850
        0.200000,       -1.388993,      464.846375,      248.535690,      -67.221138,       31.962410
        0.203333,       -1.396975,      464.844788,      248.535187,      -67.235085,       31.963139
        0.206667,       -1.402956,      464.843079,      248.534500,      -67.220406,       31.964128
        0.210000,       -1.403338,      464.841492,      248.533890,      -67.198608,       31.966030
        0.213333,       -1.401819,      464.839874,      248.533295,      -67.224739,       31.968159
        0.216667,       -1.403301,      464.838684,      248.532700,      -67.292511,       31.969309
        0.220000,       -1.409782,      464.837891,      248.532288,      -67.348938,       31.969339
        0.223333,       -1.416764,      464.837585,      248.532196,      -67.367027,       31.969028
        0.226667,       -1.420245,      464.837677,      248.532288,      -67.351631,       31.969419
        0.230000,       -1.417726,      464.837799,      248.532593,      -67.336105,       31.970959
        0.233333,       -1.413208,      464.837891,      248.532898,      -67.363258,       31.972700
        0.236667,       -1.411389,      464.837982,      248.533096,      -67.422722,       31.973539
        0.240000,       -1.413171,      464.838074,      248.533295,      -67.466499,       31.973530
        0.243333,       -1.415752,      464.838287,      248.533493,      -67.470192,       31.973469
        0.246667,       -1.414733,      464.838501,      248.533691,      -67.434502,       31.974279
        0.250000,       -1.408715,      464.838501,      248.533890,      -67.415421,       31.976130
        0.253333,       -1.401395,      464.837982,      248.533890,      -67.436157,       31.977900
        0.256667,       -1.398677,      464.837280,      248.533798,      -67.469902,       31.978559
        0.260000,       -1.400058,      464.836578,      248.533798,      -67.479996,       31.978369
        0.263333,       -1.401840,      464.835876,      248.533798,      -67.453972,       31.978209
        0.266667,       -1.398721,      464.835175,      248.533890,      -67.396667,       31.979029
        0.270000,       -1.390903,      464.834503,      248.533890,      -67.366478,       31.980730
        0.273333,       -1.383584,      464.833588,      248.533890,      -67.374168,       31.981998
        0.276667,       -1.382365,      464.832581,      248.534088,      -67.403725,       31.982059
        0.280000,       -1.385646,      464.831787,      248.534195,      -67.404320,       31.981310
        0.283333,       -1.389729,      464.830902,      248.534286,      -67.366135,       31.980740
        0.286667,       -1.388409,      464.830292,      248.534393,      -67.318298,       31.981199
        0.290000,       -1.383291,      464.829803,      248.534286,      -67.306168,       31.982389
        0.293333,       -1.380972,      464.829498,      248.534195,      -67.328835,       31.983049
        0.296667,       -1.383554,      464.829498,      248.534195,      -67.352211,       31.982670
        0.300000,       -1.388435,      464.829895,      248.534195,      -67.345947,       31.981760
        0.303333,       -1.391116,      464.831879,      248.534393,      -67.300339,       31.981350
        0.306667,       -1.388997,      464.834595,      248.534393,      -67.253296,       31.982140
        0.310000,       -1.384379,      464.837891,      248.534286,      -67.252640,       31.983549
        0.313333,       -1.383261,      464.841492,      248.534195,      -67.293755,       31.984280
        0.316667,       -1.387042,      464.843994,      248.533890,      -67.324295,       31.983990
        0.320000,       -1.392324,      464.845886,      248.533386,      -67.331306,       31.983389
        0.323333,       -1.395105,      464.847198,      248.532700,      -67.295479,       31.983469
        0.326667,       -1.392886,      464.847595,      248.531799,      -67.260170,       31.984739
        0.330000,       -1.389168,      464.847290,      248.530899,      -67.273232,       31.986309
        0.333333,       -1.388749,      464.846680,      248.530396,      -67.329308,       31.986938
        0.336667,       -1.393330,      464.846497,      248.530701,      -67.366989,       31.986519
        0.340000,       -1.399212,      464.846283,      248.531387,      -67.361877,       31.985859
        0.343333,       -1.401294,      464.846100,      248.532288,      -67.319740,       31.985960
        0.346667,       -1.397874,      464.845398,      248.533096,      -67.289795,       31.987160
        0.350000,       -1.392955,      464.843994,      248.533600,      -67.303101,       31.988338
        0.353333,       -1.393837,      464.842194,      248.533997,      -67.337357,       31.988440
        0.356667,       -1.398618,      464.840302,      248.534286,      -67.358871,       31.987629
        0.360000,       -1.401600,      464.838196,      248.534393,      -67.345146,       31.986818
        0.363333,       -1.399881,      464.835693,      248.534393,      -67.292107,       31.986990
        0.366667,       -1.393863,      464.832489,      248.534088,      -67.259781,       31.988258
        0.370000,       -1.387844,      464.828400,      248.533493,      -67.270836,       31.989420
        0.373333,       -1.385325,      464.824982,      248.532700,      -67.300949,       31.989578
        0.376667,       -1.386406,      464.822876,      248.531799,      -67.311089,       31.989050
        0.380000,       -1.387388,      464.823975,      248.530792,      -67.283081,       31.988770
        0.383333,       -1.383669,      464.828400,      248.529800,      -67.241760,       31.989578
        0.386667,       -1.376351,      464.833893,      248.528793,      -67.218056,       31.991150
        0.390000,       -1.370633,      464.840393,      248.528290,      -67.254028,       31.992220
        0.393333,       -1.370214,      464.846588,      248.529099,      -67.289162,       31.992088
        0.396667,       -1.373895,      464.852081,      248.530396,      -67.309631,       31.991299
        0.400000,       -1.376777,      464.857086,      248.532089,      -67.284790,       31.990789
        0.403333,       -1.375158,      464.861084,      248.533691,      -67.239807,       31.991310
        0.406667,       -1.370640,      464.863983,      248.534897,      -67.245659,       31.992409
        0.410000,       -1.368921,      464.866394,      248.536392,      -67.285820,       31.992748
        0.413333,       -1.374602,      464.868286,      248.538300,      -67.324440,       31.991899
        0.416667,       -1.382984,      464.869873,      248.540497,      -67.335426,       31.990540
        0.420000,       -1.389165,      464.870483,      248.542496,      -67.314087,       31.989658
        0.423333,       -1.390146,      464.869995,      248.544098,      -67.281487,       31.989849
        0.426667,       -1.390128,      464.868286,      248.545288,      -67.301460,       31.990398
        0.430000,       -1.392209,      464.865875,      248.545990,      -67.349976,       31.990059
        0.433333,       -1.399590,      464.862701,      248.546097,      -67.393929,       31.988668
        0.436667,       -1.408172,      464.858582,      248.545700,      -67.402840,       31.986990
        0.440000,       -1.412953,      464.853790,      248.544693,      -67.377327,       31.986099
        0.443333,       -1.411835,      464.848083,      248.543289,      -67.357758,       31.986380
        0.446667,       -1.409416,      464.840881,      248.541489,      -67.383652,       31.986858
        0.450000,       -1.411898,      464.834290,      248.539490,      -67.443016,       31.986410
        0.453333,       -1.418679,      464.829193,      248.537292,      -67.488411,       31.985100
        0.456667,       -1.425960,      464.824982,      248.534592,      -67.493195,       31.983719
        0.460000,       -1.428741,      464.822784,      248.531494,      -67.463478,       31.983219
        0.463333,       -1.426623,      464.821503,      248.529099,      -67.442032,       31.983768
        0.466667,       -1.424104,      464.820190,      248.527191,      -67.475189,       31.984259
        0.470000,       -1.426286,      464.819275,      248.526291,      -67.531837,       31.983719
        0.473333,       -1.434167,      464.818878,      248.526398,      -67.543121,       31.982279
        0.476667,       -1.441348,      464.817993,      248.526291,      -67.523865,       31.980959
        0.480000,       -1.443030,      464.816895,      248.526001,      -67.472099,       31.980669
        0.483333,       -1.439411,      464.815887,      248.525497,      -67.443787,       31.981379
        0.486667,       -1.437892,      464.814880,      248.524887,      -67.457848,       31.981850
        0.490000,       -1.441274,      464.814178,      248.524200,      -67.482178,       31.981289
        0.493333,       -1.447855,      464.813690,      248.523590,      -67.484955,       31.980108
        0.496667,       -1.453037,      464.812988,      248.523087,      -67.444260,       31.979259
        0.500000,       -1.452818,      464.812592,      248.522995,      -67.391922,       31.979549
        0.503333,       -1.449099,      464.812592,      248.523087,      -67.372360,       31.980598
        0.506667,       -1.448080,      464.812775,      248.523300,      -67.392227,       31.981049
        0.510000,       -1.452062,      464.813477,      248.523590,      -67.421997,       31.980379
        0.513333,       -1.458743,      464.814087,      248.523788,      -67.426506,       31.979189
        0.516667,       -1.462425,      464.814697,      248.524200,      -67.385651,       31.978458
        0.520000,       -1.460806,      464.815887,      248.525589,      -67.341660,       31.978889
        0.523333,       -1.456487,      464.817474,      248.527695,      -67.347015,       31.979778
        0.526667,       -1.456869,      464.819275,      248.530289,      -67.390495,       31.979799
        0.530000,       -1.463151,      464.821503,      248.533493,      -67.415146,       31.978729
        0.533333,       -1.471732,      464.823486,      248.536194,      -67.409531,       31.977249
        0.536667,       -1.476113,      464.825073,      248.538589,      -67.358398,       31.976410
        0.540000,       -1.473994,      464.826385,      248.540695,      -67.327400,       31.976768
        0.543333,       -1.472576,      464.827576,      248.542694,      -67.330795,       31.977400
        0.546667,       -1.475058,      464.829590,      248.544495,      -67.364540,       31.977139
        0.550000,       -1.483039,      464.832275,      248.546097,      -67.379219,       31.975899
        0.553333,       -1.489821,      464.835480,      248.547287,      -67.351479,       31.974520
        0.556667,       -1.493302,      464.839081,      248.547897,      -67.299789,       31.974049
        0.560000,       -1.491483,      464.842377,      248.547791,      -67.262077,       31.974800
        0.563333,       -1.488464,      464.845001,      248.547195,      -67.276138,       31.975710
        0.566667,       -1.487946,      464.847076,      248.546188,      -67.306252,       31.975689
        0.570000,       -1.492527,      464.848877,      248.544800,      -67.332458,       31.974890
        0.573333,       -1.496809,      464.849976,      248.542999,      -67.324738,       31.974169
        0.576667,       -1.496290,      464.850403,      248.541000,      -67.285339,       31.974470
        0.580000,       -1.491271,      464.850281,      248.538788,      -67.267807,       31.975779
        0.583333,       -1.487253,      464.849396,      248.536301,      -67.299759,       31.976900
        0.586667,       -1.487134,      464.847290,      248.532898,      -67.350731,       31.976938
        0.590000,       -1.490116,      464.844788,      248.529892,      -67.374489,       31.976278
        0.593333,       -1.491597,      464.841888,      248.527100,      -67.371597,       31.975830
        0.596667,       -1.488378,      464.838593,      248.524887,      -67.344910,       31.976410
        0.600000,       -1.481359,      464.835297,      248.523788,      -67.347191,       31.977798
        0.603333,       -1.475041,      464.832001,      248.522888,      -67.385735,       31.978720
        0.606667,       -1.474123,      464.828400,      248.522186,      -67.429512,       31.978579
        0.610000,       -1.474504,      464.824677,      248.521393,      -67.442291,       31.977839
        0.613333,       -1.473985,      464.820496,      248.520798,      -67.417595,       31.977499
        0.616667,       -1.468267,      464.816681,      248.520294,      -67.372025,       31.978350
        0.620000,       -1.460248,      464.813690,      248.519989,      -67.366760,       31.979870
        0.623333,       -1.453630,      464.811584,      248.519989,      -67.391327,       31.980749
        0.626667,       -1.452611,      464.810974,      248.520187,      -67.411896,       31.980570
        0.630000,       -1.455492,      464.810974,      248.520401,      -67.407455,       31.979950
        0.633333,       -1.455773,      464.811096,      248.520599,      -67.367592,       31.979929
        0.636667,       -1.450355,      464.811279,      248.520798,      -67.319809,       31.981039
        0.640000,       -1.444236,      464.811584,      248.520996,      -67.318710,       31.982510
        0.643333,       -1.441617,      464.811981,      248.521088,      -67.361076,       31.983109
        0.646667,       -1.445099,      464.812500,      248.521393,      -67.396851,       31.982609
        0.650000,       -1.450880,      464.813080,      248.521698,      -67.397736,       31.981779
        0.653333,       -1.454162,      464.813599,      248.521896,      -67.359566,       31.981730
        0.656667,       -1.451344,      464.814178,      248.522186,      -67.326767,       31.982819
        0.660000,       -1.447025,      464.814697,      248.522400,      -67.342888,       31.984089
        0.663333,       -1.447006,      464.815186,      248.522598,      -67.384727,       31.984379
        0.666667,       -1.452588,      464.815796,      248.522888,      -67.418388,       31.983789
        0.670000,       -1.458769,      464.816376,      248.523300,      -67.410370,       31.983189
        0.673333,       -1.459250,      464.816895,      248.523697,      -67.365845,       31.983580
        0.676667,       -1.453832,      464.817474,      248.524094,      -67.338631,       31.985128
        0.680000,       -1.447613,      464.818176,      248.524490,      -67.359695,       31.986670
        0.683333,       -1.445794,      464.819092,      248.525101,      -67.396996,       31.987179
        0.686667,       -1.447376,      464.820282,      248.525696,      -67.410622,       31.986938
        0.690000,       -1.449257,      464.821594,      248.526291,      -67.387276,       31.986870
        0.693333,       -1.447638,      464.823090,      248.526901,      -67.342949,       31.987848
        0.696667,       -1.441920,      464.824585,      248.527390,      -67.327766,       31.989658
        0.700000,       -1.440101,      464.826202,      248.527893,      -67.358345,       31.990969
        0.703333,       -1.442782,      464.827698,      248.528290,      -67.402809,       31.991039
        0.706667,       -1.450464,      464.829193,      248.528687,      -67.422112,       31.990259
        0.710000,       -1.457645,      464.831299,      248.528900,      -67.404785,       31.989590
        0.713333,       -1.460627,      464.833984,      248.528900,      -67.372238,       31.989870
        0.716667,       -1.459708,      464.836975,      248.528900,      -67.376595,       31.990709
        0.720000,       -1.462890,      464.840393,      248.528793,      -67.423538,       31.990768
        0.723333,       -1.472271,      464.843292,      248.528687,      -67.472107,       31.989618
        0.726667,       -1.482752,      464.845703,      248.528595,      -67.489601,       31.987869
        0.730000,       -1.490433,      464.847595,      248.528397,      -67.472717,       31.986599
        0.733333,       -1.492015,      464.848785,      248.528000,      -67.440010,       31.986448
        0.736667,       -1.490496,      464.849274,      248.527496,      -67.457108,       31.986799
        0.740000,       -1.492377,      464.849091,      248.526993,      -67.502182,       31.986420
        0.743333,       -1.497059,      464.848389,      248.526398,      -67.535988,       31.985088
        0.746667,       -1.502041,      464.847076,      248.525894,      -67.536537,       31.983540
        0.750000,       -1.503222,      464.845398,      248.525497,      -67.498688,       31.982849
        0.753333,       -1.498603,      464.843292,      248.525101,      -67.459549,       31.983438
        0.756667,       -1.491684,      464.841003,      248.524689,      -67.462227,       31.984419
        0.760000,       -1.486766,      464.838501,      248.524399,      -67.492416,       31.984610
        0.763333,       -1.487547,      464.835999,      248.524200,      -67.505768,       31.983950
        0.766667,       -1.489229,      464.833984,      248.524490,      -67.485268,       31.983250
        0.770000,       -1.487610,      464.832184,      248.524994,      -67.439796,       31.983459
        0.773333,       -1.480191,      464.830597,      248.525696,      -67.409058,       31.984758
        0.776667,       -1.473773,      464.828583,      248.526688,      -67.416718,       31.986019
        0.780000,       -1.472454,      464.826691,      248.527496,      -67.438187,       31.986189
        0.783333,       -1.476635,      464.825195,      248.528488,      -67.445885,       31.985418
        0.786667,       -1.479917,      464.824402,      248.529388,      -67.415627,       31.984619
        0.790000,       -1.480298,      464.825378,      248.530289,      -67.351082,       31.984779
        0.793333,       -1.475980,      464.827393,      248.530991,      -67.313850,       31.985899
        0.796667,       -1.471861,      464.829681,      248.531693,      -67.323372,       31.986778
        0.800000,       -1.472743,      464.832397,      248.532288,      -67.344147,       31.986589
        0.803333,       -1.478424,      464.834595,      248.532593,      -67.339561,       31.985748
        0.806667,       -1.481705,      464.836395,      248.532593,      -67.308891,       31.985229
        0.810000,       -1.481587,      464.839203,      248.532394,      -67.259926,       31.985859
        0.813333,       -1.476668,      464.842377,      248.531891,      -67.249779,       31.987299
        0.816667,       -1.473150,      464.845795,      248.531387,      -67.281662,       31.988258
        0.820000,       -1.474731,      464.849182,      248.530792,      -67.324158,       31.988129
        0.823333,       -1.478812,      464.851501,      248.530197,      -67.334190,       31.987450
        0.826667,       -1.482294,      464.853088,      248.529495,      -67.307098,       31.987249
        0.830000,       -1.480275,      464.854279,      248.528793,      -67.276955,       31.988230
        0.833333,       -1.474456,      464.854797,      248.528000,      -67.281670,       31.989759
        0.836667,       -1.472838,      464.855194,      248.527191,      -67.330681,       31.990559
        0.840000,       -1.476020,      464.854980,      248.526688,      -67.370522,       31.990250
        0.843333,       -1.479700,      464.854492,      248.526489,      -67.383377,       31.989559
        0.846667,       -1.480582,      464.853699,      248.526794,      -67.363869,       31.989460
        0.850000,       -1.475563,      464.852783,      248.528290,      -67.337097,       31.990530
        0.853333,       -1.468945,      464.852203,      248.531189,      -67.356735,       31.991919
        0.856667,       -1.466026,      464.851074,      248.534988,      -67.400467,       31.992359
        0.860000,       -1.467807,      464.850098,      248.539398,      -67.429466,       31.991709
        0.863333,       -1.472289,      464.849182,      248.543793,      -67.425758,       31.990820
        0.866667,       -1.473171,      464.847778,      248.547394,      -67.386475,       31.990669
        0.870000,       -1.469151,      464.846802,      248.550598,      -67.355919,       31.991629
        0.873333,       -1.463833,      464.845184,      248.553391,      -67.369370,       31.992680
        0.876667,       -1.463714,      464.842499,      248.555695,      -67.401817,       31.992748
        0.880000,       -1.467496,      464.840393,      248.557999,      -67.415131,       31.991959
        0.883333,       -1.470677,      464.838898,      248.560089,      -67.396996,       31.991169
        0.886667,       -1.469559,      464.838074,      248.561798,      -67.337479,       31.991348
        0.890000,       -1.463840,      464.838501,      248.563293,      -67.309975,       31.992579
        0.893333,       -1.457821,      464.838684,      248.564194,      -67.329346,       31.993629
        0.896667,       -1.457602,      464.838593,      248.564392,      -67.356125,       31.993589
        0.900000,       -1.462584,      464.838898,      248.564087,      -67.365936,       31.992699
        0.903333,       -1.465766,      464.839203,      248.563400,      -67.336685,       31.991919
        0.906667,       -1.464747,      464.839600,      248.561996,      -67.289597,       31.992140
        0.910000,       -1.460328,      464.839874,      248.560196,      -67.277435,       31.993149
        0.913333,       -1.457509,      464.839386,      248.557693,      -67.306519,       31.993689
        0.916667,       -1.459991,      464.838196,      248.554199,      -67.346489,       31.993059
        0.920000,       -1.465673,      464.836700,      248.550400,      -67.362610,       31.991718
        0.923333,       -1.469453,      464.835297,      248.546997,      -67.346451,       31.990719
        0.926667,       -1.468835,      464.834198,      248.544189,      -67.311325,       31.990799
        0.930000,       -1.465116,      464.833801,      248.542389,      -67.321777,       31.991468
        0.933333,       -1.464298,      464.833588,      248.541290,      -67.381271,       31.991468
        0.936667,       -1.469479,      464.833191,      248.539795,      -67.431946,       31.990290
        0.940000,       -1.478361,      464.832489,      248.538101,      -67.454407,       31.988640
        0.943333,       -1.484342,      464.831177,      248.536194,      -67.435760,       31.987570
        0.946667,       -1.486323,      464.829285,      248.533691,      -67.410500,       31.987679
        0.950000,       -1.486405,      464.826996,      248.531189,      -67.427017,       31.988258
        0.953333,       -1.488286,      464.824493,      248.529099,      -67.478210,       31.988089
        0.956667,       -1.494868,      464.821777,      248.527100,      -67.508781,       31.986898
        0.960000,       -1.502849,      464.819275,      248.525696,      -67.504372,       31.985510
        0.963333,       -1.506931,      464.816681,      248.524490,      -67.473129,       31.984909
        0.966667,       -1.505112,      464.813782,      248.523392,      -67.433716,       31.985498
        0.970000,       -1.503294,      464.811096,      248.522293,      -67.452568,       31.986250
        0.973333,       -1.504575,      464.808685,      248.521393,      -67.491257,       31.986010
        0.976667,       -1.510356,      464.806885,      248.520493,      -67.515808,       31.984779
        0.980000,       -1.517438,      464.805878,      248.519897,      -67.498985,       31.983419
        0.983333,       -1.520619,      464.805084,      248.519394,      -67.459885,       31.982939
        0.986667,       -1.518300,      464.804596,      248.519287,      -67.435478,       31.983519
        0.990000,       -1.516981,      464.804291,      248.519791,      -67.464081,       31.984070
        0.993333,       -1.519463,      464.804077,      248.520493,      -67.508530,       31.983589
        0.996667,       -1.524444,      464.804077,      248.521591,      -67.525589,       31.982340
        1.000000,       -1.530125,      464.804382,      248.522888,      -67.505859,       31.981249
        1.003333,       -1.531407,      464.804779,      248.524094,      -67.468018,       31.981199
        1.006667,       -1.528188,      464.805389,      248.525299,      -67.458069,       31.981989
        1.010000,       -1.525769,      464.806183,      248.526398,      -67.500526,       31.982389
        1.013333,       -1.529251,      464.807098,      248.527390,      -67.537498,       31.981600
        1.016667,       -1.536733,      464.807983,      248.528091,      -67.550789,       31.980080
        1.020000,       -1.544714,      464.808685,      248.528595,      -67.528358,       31.978788
        1.023333,       -1.547395,      464.809082,      248.528900,      -67.487221,       31.978579
        1.026667,       -1.546577,      464.808990,      248.528992,      -67.474129,       31.979090
        1.030000,       -1.547758,      464.808502,      248.528793,      -67.498291,       31.979050
        1.033333,       -1.554339,      464.807495,      248.528397,      -67.527519,       31.977930
        1.036667,       -1.563221,      464.806183,      248.527893,      -67.523407,       31.976309
        1.040000,       -1.570303,      464.804688,      248.527298,      -67.481796,       31.975199
        1.043333,       -1.571383,      464.802979,      248.526489,      -67.428146,       31.975260
        1.046667,       -1.569565,      464.801300,      248.525589,      -67.423386,       31.975889
        1.050000,       -1.570446,      464.799683,      248.524796,      -67.448952,       31.975830
        1.053333,       -1.575828,      464.798279,      248.523895,      -67.472771,       31.974770
        1.056667,       -1.581209,      464.797302,      248.523193,      -67.462959,       31.973410
        1.060000,       -1.584191,      464.796783,      248.522995,      -67.419891,       31.972839
        1.063333,       -1.582772,      464.796692,      248.523087,      -67.377647,       31.973558
        1.066667,       -1.577254,      464.796997,      248.523697,      -67.372841,       31.974760
        1.070000,       -1.574835,      464.798187,      248.524994,      -67.404861,       31.975279
        1.073333,       -1.576116,      464.799896,      248.526398,      -67.412346,       31.975050
        1.076667,       -1.579497,      464.802002,      248.528000,      -67.393356,       31.974819
        1.080000,       -1.576879,      464.804474,      248.529587,      -67.352196,       31.975529
        1.083333,       -1.570061,      464.806793,      248.530899,      -67.317146,       31.977388
        1.086667,       -1.562441,      464.809082,      248.532196,      -67.326416,       31.979319
        1.090000,       -1.560323,      464.811279,      248.533386,      -67.363258,       31.980228
        1.093333,       -1.562604,      464.813293,      248.534286,      -67.381096,       31.980228
        1.096667,       -1.567285,      464.814697,      248.534988,      -67.369415,       31.980188
        1.100000,       -1.567367,      464.815491,      248.535187,      -67.335236,       31.981049
        1.103333,       -1.562849,      464.815674,      248.535095,      -67.310928,       31.982840
        1.106667,       -1.559730,      464.815277,      248.534592,      -67.342155,       31.984329
        1.110000,       -1.562611,      464.814392,      248.533997,      -67.381752,       31.984678
        1.113333,       -1.569793,      464.813202,      248.533386,      -67.382370,       31.984240
        1.116667,       -1.576174,      464.811798,      248.532593,      -67.360497,       31.983978
        1.120000,       -1.577656,      464.809998,      248.531799,      -67.311371,       31.984779
        1.123333,       -1.575337,      464.808075,      248.530991,      -67.297905,       31.986389
        1.126667,       -1.573718,      464.806091,      248.530197,      -67.330338,       31.987530
        1.130000,       -1.577300,      464.804077,      248.529587,      -67.366257,       31.987539
        1.133333,       -1.584881,      464.802094,      248.528900,      -67.377831,       31.986938
        1.136667,       -1.590863,      464.799988,      248.528198,      -67.344109,       31.986729
        1.140000,       -1.591244,      464.798096,      248.527588,      -67.296959,       31.987650
        1.143333,       -1.587625,      464.796295,      248.527100,      -67.297455,       31.989130
        1.146667,       -1.589407,      464.794800,      248.526688,      -67.330078,       31.989809
        1.150000,       -1.595988,      464.793976,      248.526489,      -67.358696,       31.989288
        1.153333,       -1.604770,      464.793274,      248.526199,      -67.357811,       31.988249
        1.156667,       -1.610550,      464.792603,      248.526001,      -67.319756,       31.987749
        1.160000,       -1.611932,      464.792084,      248.525696,      -67.287125,       31.988338
        1.163333,       -1.610013,      464.791473,      248.525589,      -67.287659,       31.989239
        1.166667,       -1.612395,      464.790985,      248.525391,      -67.319466,       31.989189
        1.170000,       -1.620276,      464.790497,      248.525299,      -67.353149,       31.988020
        1.173333,       -1.629658,      464.790100,      248.525101,      -67.354546,       31.986509
        1.176667,       -1.634939,      464.790192,      248.524887,      -67.320580,       31.985640
        1.180000,       -1.634320,      464.790588,      248.524597,      -67.303871,       31.985779
        1.183333,       -1.634402,      464.791473,      248.524399,      -67.320267,       31.986000
        1.186667,       -1.637683,      464.793274,      248.524292,      -67.360847,       31.985220
        1.190000,       -1.644764,      464.795380,      248.524292,      -67.388550,       31.983509
        1.193333,       -1.651846,      464.797791,      248.524490,      -67.376381,       31.981709
        1.196667,       -1.654927,      464.800293,      248.524887,      -67.335617,       31.980808
        1.200000,       -1.652609,      464.802490,      248.525391,      -67.316315,       31.980989
        1.203333,       -1.650390,      464.804688,      248.525894,      -67.338150,       31.981110
        1.206667,       -1.651972,      464.806702,      248.526398,      -67.386032,       31.980259
        1.210000,       -1.656653,      464.808380,      248.526993,      -67.398819,       31.978729
        1.213333,       -1.660034,      464.809875,      248.527496,      -67.381195,       31.977440
        1.216667,       -1.660015,      464.811493,      248.528000,      -67.343788,       31.977280
        1.220000,       -1.655997,      464.813385,      248.528397,      -67.338112,       31.978109
